Jun-2024: Sastrugi
May-2024: Glacial Erratic
Apr-2024: Marginal Ice Zone
Mar-2024: Talik
Feb-2024: Bergschrund
Jan-2024: Earth Hummock
Dec-2023: Nilas
Nov-2023: Jokulhlaup
Oct-2023: Palsa
Sep-2023: Cryoconite
Aug-2023: Lead
Jul-2023: Chattermarks
Jun-2023: Halos
May-2023: Sastrugi
Apr-2023: Pancake Ice
